引き込む,ヒキコム
追い立てる,オイタテル
そりかえる,ソリカエル
演ずる,エンズル
取り立てる,トリタテル
縁どる,フチドル
侍れる,ハベレル
飛び跳ねる,トビハネル
つかいこむ,ツカイコム
忌む,イム
ひとかわむける,ヒトカワムケル
くりよせる,クリヨセル
掛け離れる,カケハナレル
立替える,タテカエル
蹴落す,ケオトス
寝そべる,ネソベル
ひいでる,ヒイデル
ほりつける,ホリツケル
拾う,ヒロウ
もうしかねる,モウシカネル
明るむ,アカルム
張詰める,ハリツメル
吸いこむ,スイコム
流れ着く,ナガレツク
降り懸る,フリカカル
植わる,ウワル
追いやれる,オイヤレル
すり付ける,スリツケル
乗りつける,ノリツケル
飛あがる,トビアガル
いきおいづける,イキオイヅケル
もどく,モドク
うつむける,ウツムケル
たもちあう,タモチアウ
かっきづく,カッキヅク
取れる,トレル
語り合う,カタリアウ
討ち果たす,ウチハタス
まわす,マワス
たちあがれる,タチアガレル
取り毀す,トリコワス
跡絶える,トダエル
裏がえる,ウラガエル
解明かす,トキアカス
加え持つ,クワエモツ
あてこめる,アテコメル
せき立てる,セキタテル
くちる,クチル
きがえる,キガエル
輝り返す,テリカエス
じれる,ジレル
やっかむ,ヤッカム
あそびまわれる,アソビマワレル
書入れる,カキイレル
のり出す,ノリダス
あてはまる,アテハマル
ふえる,フエル
折れ曲がる,オレマガル
惜しむ,オシム
かきおくる,カキオクル
つきさせる,ツキサセル
ひりつく,ヒリツク
うかす,ウカス
薫ずる,クンズル
めしあげる,メシアゲル
ききかえす,キキカエス
焼け出す,ヤケダス
掛ける,カケル
置忘れる,オキワスレル
筋ばる,スジバル
浮腫む,ムクム
散らばる,チラバル
与する,クミスル
負かる,マカル
願える,ネガエル
重なる,カサナル
弑する,シイスル
つんざく,ツンザク
読通す,ヨミトオス
まるめこむ,マルメコム
息張る,イキバル
きおう,キオウ
直る,ナオル
回り込む,マワリコム
つんのめる,ツンノメル
おいしげる,オイシゲル
屈む,カガム
孵す,カエス
取散らす,トリチラス
つぎあわせる,ツギアワセル
まちあわせる,マチアワセル
思い起す,オモイオコス
決める,キメル
漉く,スク
引きおこす,ヒキオコス
貧する,ヒンスル
まるまる,マルマル
うまれかわる,ウマレカワル
さきでる,サキデル
突き合せる,ツキアワセル
しわめる,シワメル
出し切れる,ダシキレル
居直る,イナオル
よびだせる,ヨビダセル
なんなんとする,ナンナントスル
出会う,デアウ
叶える,カナエル
かいくぐる,カイクグル
遵う,シタガウ
混ざる,マザル
ずり落ちる,ズリオチル
挙げる,アゲル
減る,ヘル
はきちがえる,ハキチガエル
解け合う,トケアウ
せぐりあげる,セグリアゲル
みまわる,ミマワル
飲み込める,ノミコメル
拭き込む,フキコム
田舎びる,イナカビル
かもしだせる,カモシダセル
行なう,オコナウ
うるおす,ウルオス
とがらす,トガラス
来あわす,キアワス
みせつける,ミセツケル
かたよせる,カタヨセル
拒む,コバム
閉じ込もる,トジコモル
かりとる,カリトル
おびやかす,オビヤカス
比す,ヒス
仕損じる,シソンジル
打切れる,ウチキレル
息巻く,イキマク
追っ払う,オッパラウ
扠置く,サテオク
飛びのる,トビノル
さかのぼる,サカノボル
休らう,ヤスラウ
生れかわる,ウマレカワル
かきたてる,カキタテル
くっつける,クッツケル
寝とぼける,ネトボケル
擂れる,スレル
瀬切る,セギル
試せる,タメセル
託す,タクス
洩る,モル
向ける,ムケル
ぬすめる,ヌスメル
つれそう,ツレソウ
もりたてる,モリタテル
ふみこたえる,フミコタエル
とりあつめる,トリアツメル
哮る,タケル
見初める,ミソメル
突っ返す,ツッカエス
立ち退ける,タチノケル
寝ころぶ,ネコロブ
試す,タメス
だきあわせる,ダキアワセル
てっする,テッスル
しのげる,シノゲル
チラつく,チラツク
書抜く,カキヌク
後ずさる,アトズサル
起す,オコス
さえずる,サエズル
裂く,サク
そこなう,ソコナウ
みいる,ミイル
突ぷす,ツップス
はじき出す,ハジキダス
うめこむ,ウメコム
出ばる,デバル
乗り切れる,ノリキレル
ふくせる,フクセル
かいもどす,カイモドス
仕舞う,シマウ
かける,カケル
往ぬ,イヌ
聞える,キコエル
読替える,ヨミカエル
はこびこむ,ハコビコム
暇どる,ヒマドル
頂ける,イタダケル
競り落す,セリオトス
立込む,タテコム
晴あがる,ハレアガル
費す,ツイヤス
けたおす,ケタオス
いいのこす,イイノコス
きりだす,キリダス
とりくずせる,トリクズセル
くいあう,クイアウ
ほそめる,ホソメル
切取る,キリトル
吐く,ハク
のろける,ノロケル
しろしめす,シロシメス
じする,ジスル
具える,ソナエル
取りこむ,トリコム
渡せる,ワタセル
ほめそやす,ホメソヤス
彩れる,イロドレル
むくむ,ムクム
与る,アズカル
そろえる,ソロエル
ねがう,ネガウ
嵌る,ハマル
沖する,チュウスル
持する,ジスル
もがく,モガク
おれ込む,オレコム
運び出す,ハコビダス
いがみあう,イガミアウ
はさみ切る,ハサミキル
ふんだくる,フンダクル
まなべる,マナベル
にごる,ニゴル
すきこのむ,スキコノム
座す,ザス
頑ばる,ガンバル
ずぬける,ズヌケル
縛りつける,シバリツケル
くみ取る,クミトル
履く,ハク
とりおさえる,トリオサエル
話し込む,ハナシコム
駆立てる,カリタテル
のりつぐ,ノリツグ
あらす,アラス
はきだす,ハキダス
いたむ,イタム
売りはらう,ウリハラウ
ひきかえる,ヒキカエル
ふりしきる,フリシキル
やすまる,ヤスマル
きたす,キタス
ようする,ヨウスル
かきしるせる,カキシルセル
はせむかう,ハセムカウ
近寄せる,チカヨセル
錬れる,ネレル
挙る,アガル
挙る,コゾル
差回す,サシマワス
鬱ぐ,フサグ
含まる,フクマル
遷す,ウツス
練る,ネル
寛げる,クツロゲル
ころがりこむ,コロガリコム
汲み取れる,クミトレル
仕掛ける,シカケル
めさる,メサル
はいる,ハイル
造る,ツクル
抱留める,ダキトメル
啜り上げる,ススリアゲル
堕す,ダス
はやまる,ハヤマル
入りびたる,イリビタル
つったてる,ツッタテル
きわだたす,キワダタス
みせびらかす,ミセビラカス
めあわせる,メアワセル
あやしむ,アヤシム
乞う,コウ
あざなう,アザナウ
切り回す,キリマワス
ながれでる,ナガレデル
伴う,トモナウ
宛てがう,アテガウ
取り直す,トリナオス
摘む,ツム
摘む,ツマム
見て取る,ミテトル
ひっかつぐ,ヒッカツグ
引具する,ヒキグスル
引き伸ばせる,ヒキノバセル
考えつく,カンガエツク
しわる,シワル
揺する,ユスル
みちたりる,ミチタリル
聞返す,キキカエス
作る,ツクル
くやむ,クヤム
ふり向く,フリムク
手折る,タオル
ぬえる,ヌエル
残れる,ノコレル
下さる,クダサル
てんずる,テンズル
やみほうける,ヤミホウケル
駆け込める,カケコメル
やしなう,ヤシナウ
冷める,サメル
むかえいれる,ムカエイレル
慰する,イスル
あきあきする,アキアキスル
勤まる,ツトマル
移れる,ウツレル
吹掛ける,フキカケル
盛上げる,モリアゲル
落し入れる,オトシイレル
はせ着ける,ハセツケル
しこめる,シコメル
きりまくる,キリマクル
引ける,ヒケル
凌ぐ,シノグ
張り合える,ハリアエル
みまかる,ミマカル
言いなす,イイナス
説おこす,トキオコス
くっする,クッスル
懸かる,カカル
ふさげる,フサゲル
いそがす,イソガス
唄える,ウタエル
もる,モル
こびりつく,コビリツク
引換える,ヒキカエル
はじめる,ハジメル
よろこびあう,ヨロコビアウ
すみなす,スミナス
ともす,トモス
食散らす,クイチラス
つみのこす,ツミノコス
伺う,ウカガウ
導く,ミチビク
たたみこむ,タタミコム
寛ぐ,クツログ
折り畳む,オリタタム
はらいこむ,ハライコム
しゃがれる,シャガレル
垣間みる,カイマミル
みすごせる,ミスゴセル
差し昇る,サシノボル
うごかす,ウゴカス
黒みがかる,クロミガカル
垂れこめる,タレコメル
持上げる,モチアゲル
立働く,タチハタラク
あみだす,アミダス
つきのける,ツキノケル
返す,カエス
整える,トトノエル
食み出でる,ハミデル
ききおよぶ,キキオヨブ
進ぜる,シンゼル
かなぐりすてる,カナグリステル
送り込む,オクリコム
かみ締める,カミシメル
振り乱す,フリミダス
見失う,ミウシナウ
彷徨く,ウロツク
離れる,ハナレル
張り飛ばす,ハリトバス
白茶ける,シラチャケル
はちきれる,ハチキレル
漬かる,ツカル
振乱す,フリミダス
筋張る,スジバル
わめく,ワメク
張りきる,ハリキル
差す,サス
つきとばす,ツキトバス
賦する,フスル
そりくり返る,ソリクリカエル
ひわれる,ヒワレル
押さえつける,オサエツケル
振り撒く,フリマク
切り抜く,キリヌク
舐めずる,ナメズル
振り翳す,フリカザス
連ねる,ツラネル
生き延びる,イキノビル
まぶす,マブス
たて込む,タテコム
ひく,ヒク
鋳込む,イコム
滑べる,スベル
みすごす,ミスゴス
感極まる,カンキワマル
言いくるめる,イイクルメル
いみきらう,イミキラウ
刈り急ぐ,カリイソグ
賭す,トス
僻する,ヘキスル
競り合える,セリアエル
泣ぬれる,ナキヌレル
みまもれる,ミマモレル
怒り狂う,イカリクルウ
撓める,イタメル
撓める,タワメル
つがえる,ツガエル
待ち合わす,マチアワス
盗む,ヌスム
側める,ソバメル
先細る,サキホソル
うけつぐ,ウケツグ
探れる,サグレル
鼻じろむ,ハナジロム
挟む,ハサム
挟む,サシハサム
いこむ,イコム
たのしむ,タノシム
うりまくれる,ウリマクレル
混ぜかえす,マゼカエス
取り出す,トリダス
よびとめる,ヨビトメル
抜き出す,ヌキダス
跨る,マタガル
ほかなる,ホカナル
あり合せる,アリアワセル
なきこむ,ナキコム
つけ込む,ツケコム
競り上げる,セリアゲル
言い繕う,イイツクロウ
繙く,ヒモトク
推し進める,オシススメル
価する,アタイスル
もりあわせる,モリアワセル
いじる,イジル
釣り出す,ツリダス
やっつける,ヤッツケル
ひり出す,ヒリダス
言い逃れる,イイノガレル
とびだせる,トビダセル
かえす,カエス
しょう,ショウ
いじける,イジケル
もたげる,モタゲル
出ぱる,デッパル
こう,コウ
騙かす,ダマカス
苦しめる,クルシメル
やみつく,ヤミツク
打出せる,ウチダセル
ひっ掻く,ヒッカク
えんづく,エンヅク
えんづく,エンヅク
窪める,クボメル
ちまよう,チマヨウ
すぎる,スギル
転がせる,コロガセル
たちいる,タチイル
着飾れる,キカザレル
つきしたがう,ツキシタガウ
ふりこむ,フリコム
書き分ける,カキワケル
浴する,ヨクスル
編出す,アミダス
飛込む,トビコム
驚き入る,オドロキイル
笑み割れる,エミワレル
とりはからえる,トリハカラエル
掬ぶ,ムスブ
暗ます,クラマス
茹でる,ユデル
取り戻せる,トリモドセル
病みつく,ヤミツク
ネグる,ネグル
卷く,マク
はこぶ,ハコブ
せんじる,センジル
祈れる,イノレル
命じる,メイジル
喜ぶ,ヨロコブ
みしる,ミシル
爛れる,タダレル
囀る,サエズル
さきだつ,サキダツ
薨ずる,コウズル
見兼ねる,ミカネル
あいともなう,アイトモナウ
小突く,コヅク
おりあげる,オリアゲル
きらめむ,キラメム
掻き起す,カキオコス
思いかえす,オモイカエス
やりかえせる,ヤリカエセル
ちばしる,チバシル
かみわける,カミワケル
さしおく,サシオク
なれ合う,ナレアウ
見かける,ミカケル
おおわれる,オオワレル
かちあう,カチアウ
たたき起こせる,タタキオコセル
成り済ます,ナリスマス
おじけづく,オジケヅク
くみ出せる,クミダセル
なやむ,ナヤム
頼み込む,タノミコム
ゆずる,ユズル
転ずる,テンズル
息まく,イキマク
ひぞる,ヒゾル
青む,アオム
づける,ヅケル
ひろう,ヒロウ
ござる,ゴザル
蹴出す,ケダス
ふする,フスル
きりはらう,キリハラウ
遣いこむ,ツカイコム
もたせ掛ける,モタセカケル
遣り込める,ヤリコメル
なかす,ナカス
ちえづく,チエヅク
混ぜ合う,マゼアウ
噛める,カメル
煮え返る,ニエカエル
飾り立てる,カザリタテル
古びる,フルビル
とび出る,トビデル
感じる,カンジル
奬める,ススメル
吊す,ツルス
つれもどせる,ツレモドセル
握れる,ニギレル
えり分ける,エリワケル
焚き染める,タキシメル
由る,ヨル
あまんじる,アマンジル
振替える,フリカエル
産みつける,ウミツケル
植え込める,ウエコメル
沸き起これる,ワキオコレル
目覚める,メザメル
委せる,マカセル
住み慣れる,スミナレル
思ほす,オモホス
みちがえる,ミチガエル
せめのぼる,セメノボル
気どる,キドル
したしむ,シタシム
持ち合わせる,モチアワセル
置換わる,オキカワル
聞流す,キキナガス
追い落とす,オイオトス
焦れ込む,ジレコム
歌う,ウタウ
極める,キワメル
ねせる,ネセル
つづめる,ツヅメル
ろんずる,ロンズル
書き下ろす,カキオロス
綴れる,ツヅレル
かねる,カネル
凍り付く,コオリツク
見損なう,ミソコナウ
すんたる,スンタル
計る,ハカル
開き直れる,ヒラキナオレル
取りそろえる,トリソロエル
割り戻せる,ワリモドセル
しみこむ,シミコム
にげうせる,ニゲウセル
しつける,シツケル
すりまぜる,スリマゼル
とりあう,トリアウ
匂わせる,ニオワセル
転がり込む,コロガリコム
貸切る,カシキル
縫い込む,ヌイコム
ひきつづける,ヒキツヅケル
割りあてる,ワリアテル
ぼうする,ボウスル
ひたす,ヒタス
振り落とす,フリオトス
ひきおろす,ヒキオロス
みおろせる,ミオロセル
立ふさがる,タチフサガル
切付ける,キリツケル
目慣れる,メナレル
ころがる,コロガル
付き従う,ツキシタガウ
はたらきかける,ハタラキカケル
ちかづける,チカヅケル
立ち返る,タチカエル
むかつく,ムカツク
芽生える,メバエル
侮れる,アナドレル
取り去れる,トリサレル
ぶちこわす,ブチコワス
期す,キス
伝わる,ツタワル
任じる,ニンジル
つま先立つ,ツマサキダツ
うけあう,ウケアウ
垂れ込む,タレコム
勝取る,カチトル
ちからつきる,チカラツキル
踏んばる,フンバル
かちこせる,カチコセル
たがる,タガル
おく,オク
咲き乱れる,サキミダレル
ねんじる,ネンジル
留める,トメル
留める,トドメル
打ちよせる,ウチヨセル
つっこめる,ツッコメル
おもう,オモウ
已める,ヤメル
つちかう,ツチカウ
ききかえせる,キキカエセル
みやる,ミヤル
仇する,アダスル
きょうする,キョウスル
むきなおる,ムキナオル
突き放す,ツキハナス
引き立てる,ヒキタテル
やききる,ヤキキル
取上げる,トリアゲル
あばれまわる,アバレマワル
きりとれる,キリトレル
忍び込める,シノビコメル
取りあつかう,トリアツカウ
掻っ切る,カッキル
突き止める,ツキトメル
もえひろがる,モエヒロガル
ねぼける,ネボケル
むかいあわす,ムカイアワス
捏ね返す,コネカエス
拘わる,カカワル
遣う,ツカウ
たまわる,タマワル
ひっ篭る,ヒッコモル
酔いしれる,ヨイシレル
とどろく,トドロク
かかわりあう,カカワリアウ
カミつく,カミツク
いいきかせる,イイキカセル
隔てる,ヘダテル
攻あぐむ,セメアグム
ハサむ,ハサム
かざりたてる,カザリタテル
呷る,アオル
てわたす,テワタス
取もつ,トリモツ
はぎとれる,ハギトレル
組替える,クミカエル
寝過す,ネスゴス
けむる,ケムル
ゆらせる,ユラセル
畏れ入る,オソレイル
歩ける,アルケル
すりつぶす,スリツブス
踏める,フメル
臆する,オクスル
踏み越える,フミコエル
けかえす,ケカエス
疼く,ウズク
語りこめる,カタリコメル
ぬきとれる,ヌキトレル
つけ加える,ツケクワエル
なきさけぶ,ナキサケブ
くじく,クジク
名指す,ナザス
しょたいじみる,ショタイジミル
焦がれる,コガレル
会わす,アワス
坐る,スワル
入れ揚げる,イレアゲル
舐める,ナメル
うけながす,ウケナガス
てつだう,テツダウ
慈しむ,イツクシム
握り潰す,ニギリツブス
たえいる,タエイル
さばける,サバケル
からみあう,カラミアウ
おる,オル
まきおこせる,マキオコセル
はげおちる,ハゲオチル
よめる,ヨメル
かきぬける,カキヌケル
打ち捨てる,ウチステル
みやぶれる,ミヤブレル
受入れる,ウケイレル
掛合う,カケアウ
はなしあえる,ハナシアエル
迫り出す,セリダス
すする,ススル
見極める,ミキワメル
畳み込む,タタミコム
擦りむける,スリムケル
脱捨てる,ヌギステル
訃げる,ツゲル
しずれる,シズレル
取りなす,トリナス
咲きそろう,サキソロウ
あたりちらす,アタリチラス
取り落す,トリオトス
押し迫る,オシセマル
けぶる,ケブル
途絶える,トダエル
熔ける,トケル
かんがみる,カンガミル
かけへだてる,カケヘダテル
あかちゃける,アカチャケル
懐く,ナツク
懐く,イダク
来あわせる,キアワセル
叱りつける,シカリツケル
ながれあるく,ナガレアルク
伸び悩む,ノビナヤム
おえる,オエル
験する,ケンスル
略する,リャクスル
追いすがる,オイスガル
かがめる,カガメル
さうぞく,サウゾク
溶きほぐす,トキホグス
すりきれる,スリキレル
とりとめる,トリトメル
立ち塞がる,タチフサガル
たくむ,タクム
便じる,ベンジル
聘する,ヘイスル
破ける,ヤブケル
行き過ぎる,イキスギル
行き過ぎる,ユキスギル
うきだす,ウキダス
ひくまる,ヒクマル
恋い焦がれる,コイコガレル
糊する,ノリスル
すみかわる,スミカワル
死におくれる,シニオクレル
理る,コトワル
こと切れる,コトキレル
採りあげる,トリアゲル
かけこめる,カケコメル
倍する,バイスル
へこます,ヘコマス
燃えつきる,モエツキル
す,ス
引っさげる,ヒッサゲル
破る,ヤブル
へる,ヘル
閉じ込める,トジコメル
ひしぐ,ヒシグ
つかれ果てる,ツカレハテル
くろめる,クロメル
たちかえる,タチカエル
かざる,カザル
酔いつぶれる,ヨイツブレル
仕あがる,シアガル
持ち込む,モチコム
嘆き暮す,ナゲキクラス
垂れる,タレル
あえる,アエル
篩い落す,フルイオトス
いきとどく,イキトドク
付まとう,ツキマトウ
ぶつける,ブツケル
こみいる,コミイル
ゆずれる,ユズレル
うらびれる,ウラビレル
哮り立つ,タケリタツ
くいさがる,クイサガル
上げる,アゲル
回す,マワス
生れ変る,ウマレカワル
滅ぶ,ホロブ
利す,リス
ちらめく,チラメク
伍する,ゴスル
たてかえる,タテカエル
伺ふ,ウカガフ
絶つ,タツ
透きとおる,スキトオル
布く,シク
とがる,トガル
こなれる,コナレル
とっちめる,トッチメル
ふめる,フメル
出す,ダス
おしかくす,オシカクス
こぐらかる,コグラカル
そう,ソウ
突っ切る,ツッキル
締め出す,シメダス
のぞめる,ノゾメル
読み破る,ヨミヤブル
弛める,ユルメル
仰ぐ,アオグ
ねじ切る,ネジキル
迸る,ホトバシル
かちほこる,カチホコル
有り得る,アリエル
掻き消える,カキキエル
よみくだす,ヨミクダス
煎じつめる,センジツメル
泣き腫らす,ナキハラス
貶する,ヘンスル
突飛ばす,ツキトバス
とぎれる,トギレル
明らむ,アカラム
あさる,アサル
待ちかまえる,マチカマエル
したがえる,シタガエル
畳める,タタメル
呼び戻す,ヨビモドス
打上げる,ウチアゲル
言放つ,イイハナツ
抱き込める,ダキコメル
そめあがる,ソメアガル
見繕う,ミツクロウ
若返れる,ワカガエレル
つかいこなす,ツカイコナス
泣き沈む,ナキシズム
釈ける,トケル
跳びつく,トビツク
きたえあげる,キタエアゲル
うけとれる,ウケトレル
ねじまげる,ネジマゲル
割り引ける,ワリビケル
陥る,オチイル
沸きあがる,ワキアガル
嘶える,イバエル
立ち向かえる,タチムカエル
引き降ろせる,ヒキオロセル
替る,カワル
よみかえす,ヨミカエス
